Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time	Time_to_finish	Time_to_complete	100% Completed	Developer	Publisher
Master Levels for DOOM II	9160	Action	Action, FPS, Classic, Shooter, First-Person, 1990's, Singleplayer, Retro, Sci-fi, Gore, Demons, Zombies, Horror, Great Soundtrack, Moddable, Difficult, Old School, 2.5D	739	74.8308525033829	NA	6	9	NA	id Software	id Software
Master of Orion	298050	Strategy	Strategy, 4X, Space, Turn-Based, Sci-fi, Multiplayer, Singleplayer, Classic, Grand Strategy, Early Access, Remake, Atmospheric, Action, Turn-Based Strategy, Co-op, RTS	6993	75.6899756899757	NA	11	0	NA	NGD Studios	Wargaming Labs
Master of Orion 1	410970	Strategy	Strategy, 4X, Turn-Based, Space, Classic, Sci-fi, Singleplayer, Turn-Based Strategy, 2D, 1990's	289	91.0034602076124	NA	11	0	NA	SimTex	Wargaming Labs
Master of Orion 2	410980	Strategy	Strategy, 4X, Turn-Based, Space, Sci-fi, Classic, Turn-Based Strategy, Multiplayer, Singleplayer, Retro	1173	96.4194373401535	NA	9	20	NA	SimTex	Wargaming Labs
Master of Orion 3	410990	Strategy	Strategy, 4X, Space, Turn-Based, Sci-fi, Turn-Based Strategy	135	51.8518518518518	NA	30	0	NA	Quicksilver Software	Wargaming Labs
Mata Hari	18480	Adventure	Adventure, Point & Click, Female Protagonist, World War I, Puzzle, Historical, Singleplayer	118	58.4745762711864	NA	7	11	NA	4Head Studios	Viva Media
Math Rescue	358200	Adventure	Adventure, Education, Platformer, 1990's, Retro	56	78.5714285714286	NA	3	0	NA	Redwood Games	3D Realms (Apogee Software)
Max Payne 2: The Fall of Max Payne	12150	Action	Action, Noir, Third-Person Shooter, Classic, Bullet Time, Story Rich, Shooter, Singleplayer, Third Person, Atmospheric, Dark, Great Soundtrack, Cinematic, Adventure, Crime, Detective, Narrative, Nudity, Cult Classic, Sequel	7188	94.629938786867	NA	6	10	NA	Remedy Entertainment	Rockstar Games
Max Payne 3	204100	Action	Action, Third-Person Shooter, Bullet Time, Story Rich, Multiplayer, Shooter, Cinematic, Third Person, Noir, Singleplayer, Great Soundtrack, Atmospheric, Violent, Nudity, Adventure, Dark, Linear, Drama, Open World, Co-op	43983	85.4762067162313	NA	10	31	NA	Rockstar Studios	Rockstar Games
Medieval Real Estate	768170	Casual, Simulation	Casual, Simulation, Clicker, Point & Click, Time Management, Management, Medieval, Cartoon, Colorful, Relaxing, Economy, Singleplayer	29	10.3448275862069	NA	0	1	NA	EcoGames	EcoGames
Medusa Frontier	1925530	Adventure, Casual, Indie, Simulation, Strategy, Early Access	Early Access, 3D, Survival, Sci-fi, Crafting, Sandbox, Exploration, Building, First-Person, Open World Survival Craft, Mining, Adventure, Singleplayer, Immersive Sim, Stylized, Open World, Fantasy, Casual, Simulation, Strategy	3	33.3333333333333	NA	NA	NA	NA	Render Goblin Games	Render Goblin Games
Meister2	1691990	Indie, Simulation, Strategy, Early Access	Management, Medieval, Crafting, PvE, Base-Building, Tutorial, RTS, Strategy, 3D, Simulation, Fantasy, Resource Management, Combat, Singleplayer, Multiplayer, Online Co-Op, Early Access, Indie	6	50	NA	NA	NA	NA	OOJJRS	OOJJRS
MEMETYPER	699940	Casual, Indie, Simulation	Indie, Casual, Simulation, Psychological Horror, Memes, Sexual Content, Anime, Nudity	72	79.1666666666667	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Yury Chadaev	Lab-mobil
Mensa Academy	214270		NA	0	NA	NA	0	11	NA		
METAL GEAR RISING: REVENGEANCE	235460	Action	Great Soundtrack, Action, Hack and Slash, Spectacle fighter, Swordplay, Character Action Game, Third Person, Singleplayer, Fast-Paced, Ninja, Gore, Cyberpunk, Story Rich, Difficult, Sci-fi, Replay Value, Mechs, Adventure, Beat 'em up, Stealth	59280	95.8552631578947	NA	7	37	NA	PlatinumGames	Konami Digital Entertainment
Metrico+	373990	Adventure, Indie	Indie, Adventure, Puzzle-Platformer, Abstract, Platformer, Puzzle	208	73.0769230769231	NA	3	7	NA	Digital Dreams	Digital Dreams
Metro 2033	43110	Action	FPS, Post-apocalyptic, Action, Atmospheric, Horror, Singleplayer, Based On A Novel, Shooter, Story Rich, First-Person, Sci-fi, Linear, Stealth, Adventure, Dark, Survival Horror, Survival, Great Soundtrack, 3D Vision, Benchmark	16386	92.9329915781765	NA	10	20	NA	4A Games	Deep Silver
Metro Explosion Simulator	1098870	Action, Adventure, Simulation	Adventure, Action, Simulation, Violent, Experimental, Experience, Walking Simulator, Mature, Psychological, 3D, Singleplayer, Realistic, Atmospheric, First-Person, Psychological Horror, Surreal, Horror, Casual	18	44.4444444444444	NA	NA	NA	NA	Metro 2.0.7.7	Metro 2.0.7.7
Midnight Mysteries 3: Devil on the Mississippi	208630	Adventure, Casual	Adventure, Casual, Hidden Object, Point & Click, Puzzle	114	75.4385964912281	NA	3	8	NA	MumboJumbo	MumboJumbo
Midnight Mysteries 4: Haunted Houdini	208640	Adventure, Casual	Adventure, Casual, Hidden Object, Puzzle	85	87.0588235294118	NA	4	7	NA	MumboJumbo	MumboJumbo
Midnight Mysteries: Salem Witch Trials	208620	Adventure, Casual	Adventure, Casual, Hidden Object, Puzzle	135	64.4444444444444	NA	3	5	NA	MumboJumbo	MumboJumbo
Midnight Mysteries: The Edgar Allan Poe Conspiracy	32140	Adventure, Casual	Adventure, Casual, Hidden Object, Puzzle, Point & Click	155	68.3870967741936	NA	NA	NA	NA	MumboJumbo	MumboJumbo
Midnight Mysteries: Witches of Abraham - Collector's Edition	332810	Adventure, Casual	Casual, Adventure, Hidden Object, Point & Click	47	80.8510638297872	NA	2	4	NA	Hot Lava	MumboJumbo
Might & Magic: Clash of Heroes	61700	RPG, Strategy	Strategy, Puzzle, RPG, Turn-Based, Match 3, Multiplayer, Singleplayer, Fantasy, Tactical, Anime, Casual, Adventure, Co-op, 2D, Local Multiplayer, Female Protagonist, Magic, Turn-Based Strategy, Turn-Based Tactics, Board Game	2347	84.9169152109075	NA	25	35	NA	Capybara Games	Ubisoft
Military Life: Tank Simulator	452000	Action, Simulation	Action, Simulation, Military, Tanks	42	30.952380952381	NA	2	0	NA	United Independent Entertainment	United Independent Entertainment
Milky Way Prince – The Vampire Star	1302050	Adventure, Indie	Visual Novel, Anime, Story Rich, Indie, LGBTQ+, Singleplayer, Dating Sim, Cute, Psychological Horror, Sexual Content, Soundtrack, Romance, Horror, Adventure, Multiple Endings, Drama, Choices Matter, Hand-drawn, 2.5D, Narration	283	82.3321554770318	NA	2	5	NA	Eyeguys, Lorenzo Redaelli	Santa Ragione
MineSweep	837440	Casual, Indie, Strategy	Casual, Indie, Strategy	64	62.5	NA	1	0	NA	RewindApp	RewindApp
MineSweeper Tetris	2204230		NA	0	NA	NA	NA	NA	NA		
Mini Battle Ground	1888210	Indie	3D Platformer, FPS, Shooter, 3D, First-Person, Action, Cartoony, Stylized, Indie, Gore, Violent, Military, Singleplayer	1	0	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Keep Spinning	Keep Spinning
MiniGolf Maker	1036660	Casual, Indie, Sports	Sports, Indie, Casual, Mini Golf	73	82.1917808219178	NA	NA	NA	NA	Road Turtle Games	Road Turtle Games
MiniGolf Mania	453680	Casual, Sports	Sports, Casual, Multiplayer, Golf, Mini Golf	108	65.7407407407407	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Road Turtle Games	Axis Games
Mini Motor Racing X	1303990	Indie, Racing	Racing, Indie, Top-Down, Arcade, VR, First-Person, Local Co-Op, Online Co-Op, Combat Racing, Family Friendly, Action, Casual, Great Soundtrack, Replay Value, Party Game, Split Screen	251	86.8525896414343	NA	8	18	NA	The Binary Mill	Nextgen Reality Pty Ltd.
Mining & Tunneling Simulator	273820	Simulation	Simulation, Mining	132	21.2121212121212	NA	7	0	NA	United Independent Entertainment GmbH	United Independent Entertainment GmbH
Mini Ninjas	35000	Action, Adventure	Adventure, Action, Ninja, Stealth, Cute, Singleplayer, 3D Platformer, Family Friendly, Third Person, Platformer, Open World, Controller, Funny, Great Soundtrack, Multiplayer, Hack and Slash, Anime, Beautiful, Casual, Souls-like	3885	89.1377091377091	NA	8	16	NA	IO Interactive	Square Enix
Mirror	644560	Adventure, Indie, RPG	Sexual Content, Nudity, Hentai, Mature, Anime, NSFW, Match 3, Female Protagonist, Visual Novel, Dating Sim, Singleplayer, RPG, Cute, Story Rich, Puzzle, Adventure, JRPG, Indie, Shooter, Casual	82973	96.9218902534559	NA	6	15	NA	KAGAMI WORKS	Paradise Project
Mirror's Edge™ Catalyst	1233570	Action, Adventure	Parkour, Female Protagonist, Runner, Open World, First-Person, 3D Platformer, Cyberpunk, Action-Adventure, Action, Puzzle-Platformer, Platformer, Sci-fi, Dystopian , Stylized, Atmospheric, Adventure, Combat, Singleplayer, Multiplayer, Martial Arts	10543	83.5530683866072	NA	8	34	NA	DICE	Electronic Arts
Mirror Maker	1007350	Indie, RPG, Simulation	Sexual Content, Nudity, Mature, Hentai, Anime, RPG, Simulation, Indie, NSFW, FPS, Visual Novel	942	71.5498938428875	NA	Sin registro de tiempo	Sin registro de tiempo	NA	KAGAMI WORKs	Paradise Project
MISSING: An Interactive Thriller - Episode One	354650	Adventure, Indie	FMV, Adventure, Indie, Point & Click, Puzzle, Episodic, Interactive Fiction, Great Soundtrack, Singleplayer, Short	631	84.310618066561	NA	1	1	NA	Zandel Media	Zandel Media
Mission Control: NanoMech	338030	Action, Adventure, RPG, Early Access	Action, Adventure, RPG, Early Access	12	25	NA	Sin registro de tiempo	Sin registro de tiempo	NA	WisdomTools	WisdomTools
Mission Runway	12670	Simulation	Simulation, Casual	21	61.9047619047619	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Virtual Playground	Cosmi Valusoft
MLB® Front Office Manager	7780	Strategy, Simulation	NA	0	NA	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Sunflowers	Aspyr Media, Inc.
Moderium	1198550	Action, Casual, Indie, RPG	Action, Casual, Indie, Hack and Slash, Singleplayer, Action RPG, Arcade, Beat 'em up, 3D, Top-Down, Crafting, Fantasy, Character Customization, PvE, Combat, RPG, Action Roguelike, Rogue-lite, Early Access, Top-Down Shooter	3	100	NA	NA	NA	NA	All Saints Gaming	All Saints Gaming
Mokoko	1195320	Action, Casual, Indie	Hentai, Arcade, Colorful, NSFW, Retro, Top-Down Shooter, 2D, Story Rich, Action, Puzzle, Comedy, Score Attack, 1990's, Anime, Singleplayer, Nudity, Sexual Content, Remake, Mature, Indie	166	93.3734939759036	NA	Sin registro de tiempo	Sin registro de tiempo	NA	NAISU	NAISU
MOMO.EXE	923470	Action, Adventure, Indie	Indie, Adventure, Action, Horror, Memes, Singleplayer, Funny, Multiplayer	845	86.1538461538462	NA	0	1	NA	Dymchick1	Dymchick1
Monster Bash	358210	Action	Action, Platformer, 1990's, Classic	52	86.5384615384615	NA	6	0	NA	Apogee Software	Apogee Entertainment
Monster Energy Supercross - The Official Videogame	711750	Racing, Simulation, Sports	Simulation, Sports, Motorbike, Racing, Motocross, Bikes, Cycling, Multiplayer, Singleplayer	798	81.7042606516291	NA	8	17	NA	Milestone S.r.l.	Milestone S.r.l.
Monster Hunter Rise: Sunbreak Demo	1836450		NA	0	NA	NA	NA	NA	NA		
Montaro	495890	Casual, Indie	Memes, Cute, Anime, Casual, Indie, Pixel Graphics, Dog, Runner, 2D, Platformer, Great Soundtrack, Funny, Singleplayer, Side Scroller, Comedy, Walking Simulator, Atmospheric, Action, Retro, Story Rich	12109	95.3753406557106	NA	1	3	NA	JCKSLAP	02GAMES
Monuments of Mars	358240	Action, Adventure	Action, Adventure, Platformer, 1990's	31	61.2903225806452	NA	3	0	NA	3D Realms (Apogee Software)	3D Realms (Apogee Software)
Morphblade	494720	Casual, Indie	Casual, Indie, Strategy, Turn-Based, Hex Grid, Puzzle, Singleplayer, Turn-Based Strategy, Top-Down, 2D, Turn-Based Tactics, GameMaker, Rogue-lite	523	91.5869980879541	NA	2	0	NA	Suspicious Developments	Suspicious Developments
Mortal Kombat Kollection	205350	Action	Fighting, Classic, Action, Arcade, Retro, Gore, Local Multiplayer, 2D Fighter, 2D, Multiplayer, Beat 'em up, Violent, Singleplayer	1745	48.9971346704871	NA	5	8	NA	NetherRealm Studios, High Voltage	Warner Bros. Interactive Entertainment
MotoGP™13	240600	Racing, Simulation, Sports	Racing, Sports, Simulation, Bikes, Multiplayer, Motorbike, Split Screen, Action	898	77.1714922048998	NA	15	42	NA	Milestone S.r.l.	Plug In Digital, Milestone S.r.l.
Motor Rock	263260		NA	0	NA	NA	Sin registro de tiempo	Sin registro de tiempo	NA		
MUD - FIM Motocross World Championship™	226780	Racing, Sports	Motocross, Racing, Motorbike, Sports, Multiplayer	122	58.1967213114754	NA	13	16	NA	Milestone S.r.l.	BANDAI NAMCO Entertainment
Muffin Knight	263700	Action, Adventure, Casual, Indie	Indie, Action, Adventure, Casual, Platformer	418	77.511961722488	NA	2	0	NA	Angry Mob Games	Angry Mob Games
MultiVersus	1818750	Action, Free to Play	Multiplayer, 2D Fighter, Co-op, Action, Competitive, Beat 'em up, Cartoon, Fantasy, 2D Platformer, 2D, Free to Play, Colorful, Hand-drawn, Memes, Superhero, 1980s, Comic Book, Funny, 1990's, Character Customization	92376	87.4740192257729	NA	4	0	NA	Player First Games	Warner Bros. Games
MX vs. ATV Reflex	55140	Racing	Racing, Motocross, Offroad, Multiplayer, Motorbike, Open World, Sports, Singleplayer, ATV, Simulation, Action, Bikes, Moddable, Arcade, Controller	3284	86.6017052375152	NA	18	29	NA	Double Helix Games, Rainbow Studios, THQ Nordic	THQ Nordic
My Friend Peppa Pig	1635590	Adventure	Story Rich, Action, Epic, Addictive, Female Protagonist, Emotional, Adventure, Family Friendly, Character Customization, Cartoon, Singleplayer, Interactive Fiction, Colorful, Controller, 2D, Cute, Beautiful, Funny, Cartoony, Casual	657	87.0624048706241	NA	1	2	NA	Petoons Studio	Outright Games Ltd.
Mysterium	556180	Strategy	Strategy, Board Game, Tabletop, Multiplayer, Co-op, Mystery, Online Co-Op, Singleplayer	740	78.7837837837838	NA	2	11	NA	Twin Sails Interactive, Playsoft	Twin Sails Interactive
Mystic Towers	358220	Action, Adventure	Action, Adventure, Retro, Isometric	43	69.7674418604651	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Animation F\/X	3D Realms (Apogee Software)
NAIRI: Tower of Shirin	802450	Adventure, Indie	Adventure, Indie, Cute, Singleplayer, Visual Novel, Story Rich, Hand-drawn, Female Protagonist, Point & Click, 2D, Family Friendly, Comedy, Casual, Colorful, Fantasy, Great Soundtrack, Funny, Kickstarter, Crowdfunded, Anime	439	86.5603644646925	NA	5	7	NA	HomeBearStudio	Hound Picked Games
Namariel Legends: Iron Lord Premium Edition	302730	Adventure, Casual	Adventure, Casual, Point & Click, Hidden Object, Steampunk	134	83.5820895522388	NA	4	6	NA	Shaman Games Studio	PlayRIX
NASCAR '14	254130		NA	0	NA	NA	10	75	NA		
NatureFly	796350	Adventure, Indie, Simulation	Adventure, Simulation, Indie, VR, Relaxing, Fantasy, Open World, Atmospheric, Nature	9	55.5555555555556	NA	NA	NA	NA	John's Project	John's Project
NAVALNY: A Nightmare of Corrupt	1154570	Action, Indie	Indie, Action, Sexual Content, Violent, Story Rich, Horror, Great Soundtrack, Exploration, Epic, Historical, Difficult, Thriller, Action-Adventure, Funny, Atmospheric, Realistic, Singleplayer, Addictive, Futuristic, Dark	11	54.5454545454545	NA	NA	NA	NA	LightCAT gaming	LightCAT gaming
Navalny: Posledniy miting	959830	Action, Adventure, Indie, Simulation	Indie, Simulation, Action, Adventure	30	46.6666666666667	NA	NA	NA	NA	GOSDEP USA	Petro Poroshenko &amp; company
Naval Warfare	98500	Action, Indie	Action, Indie, Steampunk, Twin Stick Shooter, Naval, Top-Down	269	53.1598513011152	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Game Distillery s.r.o.	Immanitas Entertainment GmbH
NaziShoot	722570	Action, Casual	Action, Casual, Violent	44	22.7272727272727	NA	Sin registro de tiempo	Sin registro de tiempo	NA	EcoShooter	EcoShooter
NBA 2K12	201020	Sports	Sports, Basketball, Simulation	95	84.2105263157895	NA	60	216	NA	Visual Concepts	2K Sports
NBA 2K13	219600	Sports	Sports, Basketball, Simulation	466	82.618025751073	NA	68	714	NA	Visual Concepts	2K Games
NBA 2K14	255480		Sports, Simulation, Basketball, Multiplayer, Co-op, Singleplayer, Free to Play	2336	73.1164383561644	NA	37	407	NA	Visual Concepts	2K Games
NBA 2K15	282350	Sports	Sports, Simulation, Multiplayer, Basketball, Singleplayer, Co-op, Great Soundtrack, Realistic, Action, Controller, Competitive, Character Customization, Local Co-Op, Atmospheric, Open World, RPG, Adventure, Horror, Strategy	3731	73.3583489681051	NA	58	599	NA	Visual Concepts	2K
NBA 2K16	370240	Sports	Sports, Basketball, Multiplayer, Simulation, Singleplayer, Realistic, Co-op, Great Soundtrack, Controller, Atmospheric, Action, Online Co-Op, Free to Play, RPG, Football (Soccer), Memes, Female Protagonist, Local Co-Op, Open World	7370	51.5603799185889	NA	18	269	NA	Visual Concepts	2K
NBA 2K17	385760	Sports	Basketball, Sports, Multiplayer, Simulation, Singleplayer, Realistic, Action, Character Customization, Family Friendly, Great Soundtrack, Controller, Gambling, Free to Play, Nudity	8840	53.4276018099548	NA	40	173	NA	Visual Concepts	2K
NBA 2K18	577800	Simulation, Sports	Sports, Basketball, Gambling, Multiplayer, Simulation, Singleplayer, Realistic, Local Multiplayer, Great Soundtrack, Competitive, Walking Simulator, Survival	18892	29.0546262968452	NA	55	116	NA	Visual Concepts	2K
NBA 2K19	841370	Simulation, Sports	Sports, Basketball, Simulation, Multiplayer, Singleplayer, e-sports, Co-op, Great Soundtrack, Competitive, Funny, Controller, Football (Soccer), Violent, Open World, Loot, Realistic, Local Multiplayer, FPS, Atmospheric, Massively Multiplayer	22909	39.0981710244882	NA	43	259	NA	Visual Concepts	2K
NBA 2K20	1089350	Simulation, Sports	Basketball, Sports, Simulation, Multiplayer, Singleplayer, Capitalism, Loot, Casual, Local Multiplayer, Massively Multiplayer, Character Customization, Controller, Realistic, Football (Soccer)	60936	50.0984639621898	NA	51	337	NA	Visual Concepts	2K
NBA 2K21	1225330	Simulation, Sports	Basketball, Sports, Simulation, Character Customization, Realistic, Multiplayer, Action, Third Person, Team-Based, 3D, Singleplayer, Local Co-Op, Online Co-Op, Local Multiplayer, Co-op, Competitive, 4 Player Local, e-sports, Management, Immersive Sim	39134	41.6364286809424	NA	23	114	NA	Visual Concepts	2K
NBA 2K22	1644960	Simulation, Sports	Sports, Basketball, Simulation, Realistic, Multiplayer, e-sports, 3D, Singleplayer, Team-Based, Character Customization, Management, Controller, Trading, Deckbuilding, 4 Player Local, Co-op, Gambling, Local Co-Op, Local Multiplayer, Online Co-Op	37208	58.0036551279295	NA	101	442	NA	Visual Concepts	2K
NBA Playgrounds	545270	Sports	Sports, Basketball, Arcade, Multiplayer, Co-op, Local Multiplayer, Singleplayer	1359	70.7873436350258	NA	6	11	NA	Saber Interactive	Mad Dog Games, LLC
Nebula Within	1302730	Action, Indie	Indie, Emotional, Twin Stick Shooter, Experimental, Philosophical, Psychological, Colorful, Stylized, Abstract, Minimalist, Retro, Atmospheric, Relaxing, Space, Local Co-Op, Shooter, Psychedelic, Procedural Generation, 4 Player Local, Controller	30	96.6666666666667	NA	NA	NA	NA	Nick Oueijan	Strafe Studios
Necromonads	391630	Action	Action, Arcade, Retro, Sci-fi	42	50	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Gamesare	Clickteam
Need for Speed: Hot Pursuit	47870	Racing	Racing, Combat Racing, Sports, Driving, PvP, Automobile Sim, Open World, Arcade, Third Person, First-Person, Simulation, Atmospheric, Online Co-Op, Adventure, Multiplayer, Action, Co-op, Singleplayer, Controller, Great Soundtrack	19663	82.3678990998322	NA	14	32	NA	Criterion Games	Electronic Arts
